day,project,stars
2019-12-18,MarquezProject/marquez,181
2019-12-19,MarquezProject/marquez,183
2019-12-20,MarquezProject/marquez,185
2019-12-21,MarquezProject/marquez,186
2019-12-22,MarquezProject/marquez,188
2019-12-23,MarquezProject/marquez,189
2019-12-24,MarquezProject/marquez,189
2019-12-25,MarquezProject/marquez,189
2019-12-26,MarquezProject/marquez,189
2019-12-27,MarquezProject/marquez,191
2019-12-28,MarquezProject/marquez,191
2019-12-29,MarquezProject/marquez,191
2019-12-30,MarquezProject/marquez,191
2019-12-31,MarquezProject/marquez,191
2020-01-01,MarquezProject/marquez,192
2020-01-02,MarquezProject/marquez,192
2020-01-03,MarquezProject/marquez,193
2020-01-04,MarquezProject/marquez,193
2020-01-05,MarquezProject/marquez,193
2020-01-06,MarquezProject/marquez,193
2020-01-07,MarquezProject/marquez,195
2020-01-08,MarquezProject/marquez,196
2020-01-09,MarquezProject/marquez,196
2020-01-10,MarquezProject/marquez,197
2020-01-11,MarquezProject/marquez,197
2020-01-12,MarquezProject/marquez,197
2020-01-13,MarquezProject/marquez,198
2020-01-14,MarquezProject/marquez,198
2020-01-15,MarquezProject/marquez,198
2020-01-16,MarquezProject/marquez,198
2020-01-17,MarquezProject/marquez,199
2020-01-18,MarquezProject/marquez,199
2020-01-19,MarquezProject/marquez,201
2020-01-20,MarquezProject/marquez,202
2020-01-21,MarquezProject/marquez,203
2020-01-22,MarquezProject/marquez,203
2020-01-23,MarquezProject/marquez,203
2020-01-24,MarquezProject/marquez,204
2020-01-25,MarquezProject/marquez,205
2020-01-26,MarquezProject/marquez,206
2020-01-27,MarquezProject/marquez,206
2020-01-28,MarquezProject/marquez,206
2020-01-29,MarquezProject/marquez,206
2020-01-30,MarquezProject/marquez,207
2020-01-31,MarquezProject/marquez,210
2020-02-01,MarquezProject/marquez,210
2020-02-02,MarquezProject/marquez,210
2020-02-03,MarquezProject/marquez,210
2020-02-04,MarquezProject/marquez,211
2020-02-05,MarquezProject/marquez,212
2020-02-06,MarquezProject/marquez,212
2020-02-07,MarquezProject/marquez,212
2020-02-08,MarquezProject/marquez,212
2020-02-09,MarquezProject/marquez,212
2020-02-10,MarquezProject/marquez,212
2020-02-11,MarquezProject/marquez,214
2020-02-12,MarquezProject/marquez,215
2020-02-13,MarquezProject/marquez,215
2020-02-14,MarquezProject/marquez,215
2020-02-15,MarquezProject/marquez,215
2020-02-16,MarquezProject/marquez,215
2020-02-17,MarquezProject/marquez,215
2020-02-18,MarquezProject/marquez,216
2020-02-19,MarquezProject/marquez,217
2020-02-20,MarquezProject/marquez,217
2020-02-21,MarquezProject/marquez,218
2020-02-22,MarquezProject/marquez,220
2020-02-23,MarquezProject/marquez,221
2020-02-24,MarquezProject/marquez,221
2020-02-25,MarquezProject/marquez,221
2020-02-26,MarquezProject/marquez,221
2020-02-27,MarquezProject/marquez,221
2020-02-28,MarquezProject/marquez,221
2020-02-29,MarquezProject/marquez,221
2020-03-01,MarquezProject/marquez,221
2020-03-02,MarquezProject/marquez,221
2020-03-03,MarquezProject/marquez,221
2020-03-04,MarquezProject/marquez,221
2020-03-05,MarquezProject/marquez,223
2020-03-06,MarquezProject/marquez,223
2020-03-07,MarquezProject/marquez,223
2020-03-08,MarquezProject/marquez,223
2020-03-09,MarquezProject/marquez,223
2020-03-10,MarquezProject/marquez,224
2020-03-11,MarquezProject/marquez,225
2020-03-12,MarquezProject/marquez,225
2020-03-13,MarquezProject/marquez,225
2020-03-14,MarquezProject/marquez,225
2020-03-15,MarquezProject/marquez,225
2020-03-16,MarquezProject/marquez,226
2020-03-17,MarquezProject/marquez,228
2020-03-18,MarquezProject/marquez,228
2020-03-19,MarquezProject/marquez,229
2020-03-20,MarquezProject/marquez,229
2020-03-21,MarquezProject/marquez,231
2020-03-22,MarquezProject/marquez,231
2020-03-23,MarquezProject/marquez,231
2020-03-24,MarquezProject/marquez,231
2020-03-25,MarquezProject/marquez,232
2020-03-26,MarquezProject/marquez,232
2020-03-27,MarquezProject/marquez,233
2020-03-28,MarquezProject/marquez,233
2020-03-29,MarquezProject/marquez,233
2020-03-30,MarquezProject/marquez,233
2020-03-31,MarquezProject/marquez,234
2020-04-01,MarquezProject/marquez,234
2020-04-02,MarquezProject/marquez,234
2020-04-03,MarquezProject/marquez,235
2020-04-04,MarquezProject/marquez,235
2020-04-05,MarquezProject/marquez,235
2020-04-06,MarquezProject/marquez,235
2020-04-07,MarquezProject/marquez,236
2020-04-08,MarquezProject/marquez,236
2020-04-09,MarquezProject/marquez,237
2020-04-10,MarquezProject/marquez,238
2020-04-11,MarquezProject/marquez,238
2020-04-12,MarquezProject/marquez,238
2020-04-13,MarquezProject/marquez,240
2020-04-14,MarquezProject/marquez,242
2020-04-15,MarquezProject/marquez,243
2020-04-16,MarquezProject/marquez,243
2020-04-17,MarquezProject/marquez,245
2020-04-18,MarquezProject/marquez,245
2020-04-19,MarquezProject/marquez,245
2020-04-20,MarquezProject/marquez,245
2020-04-21,MarquezProject/marquez,247
2020-04-22,MarquezProject/marquez,248
2020-04-23,MarquezProject/marquez,249
2020-04-24,MarquezProject/marquez,249
2020-04-25,MarquezProject/marquez,251
2020-04-26,MarquezProject/marquez,251
2020-04-27,MarquezProject/marquez,252
2020-04-28,MarquezProject/marquez,252
2020-04-29,MarquezProject/marquez,253
2020-04-30,MarquezProject/marquez,253
2020-05-01,MarquezProject/marquez,253
2020-05-02,MarquezProject/marquez,253
2020-05-03,MarquezProject/marquez,253
2020-05-04,MarquezProject/marquez,253
2020-05-05,MarquezProject/marquez,253
2020-05-06,MarquezProject/marquez,253
2020-05-07,MarquezProject/marquez,253
2020-05-08,MarquezProject/marquez,254
2020-05-09,MarquezProject/marquez,254
2020-05-10,MarquezProject/marquez,255
2020-05-11,MarquezProject/marquez,256
2020-05-12,MarquezProject/marquez,257
2020-05-13,MarquezProject/marquez,257
2020-05-14,MarquezProject/marquez,257
2020-05-15,MarquezProject/marquez,257
2020-05-16,MarquezProject/marquez,257
2020-05-17,MarquezProject/marquez,257
2020-05-18,MarquezProject/marquez,257
2020-05-19,MarquezProject/marquez,267
2020-05-20,MarquezProject/marquez,270
2020-05-21,MarquezProject/marquez,271
2020-05-22,MarquezProject/marquez,272
2020-05-23,MarquezProject/marquez,273
2020-05-24,MarquezProject/marquez,275
2020-05-25,MarquezProject/marquez,277
2020-05-26,MarquezProject/marquez,277
2020-05-27,MarquezProject/marquez,277
2020-05-28,MarquezProject/marquez,277
2020-05-29,MarquezProject/marquez,279
2020-05-30,MarquezProject/marquez,279
2020-05-31,MarquezProject/marquez,281
2020-06-01,MarquezProject/marquez,281
2020-06-02,MarquezProject/marquez,284
2020-06-03,MarquezProject/marquez,284
2020-06-04,MarquezProject/marquez,284
2020-06-05,MarquezProject/marquez,286
2020-06-06,MarquezProject/marquez,287
2020-06-07,MarquezProject/marquez,288
2020-06-08,MarquezProject/marquez,289
2020-06-09,MarquezProject/marquez,290
2020-06-10,MarquezProject/marquez,290
2020-06-11,MarquezProject/marquez,291
2020-06-12,MarquezProject/marquez,292
2020-06-13,MarquezProject/marquez,292
2020-06-14,MarquezProject/marquez,293
2020-06-15,MarquezProject/marquez,293
2020-06-16,MarquezProject/marquez,296
2020-06-17,MarquezProject/marquez,296
2020-06-18,MarquezProject/marquez,297
2020-06-19,MarquezProject/marquez,297
2020-06-20,MarquezProject/marquez,297
2020-06-21,MarquezProject/marquez,297
2020-06-22,MarquezProject/marquez,299
2020-06-23,MarquezProject/marquez,300
2020-06-24,MarquezProject/marquez,302
2020-06-25,MarquezProject/marquez,302
2020-06-26,MarquezProject/marquez,302
2020-06-27,MarquezProject/marquez,302
2020-06-28,MarquezProject/marquez,302
2020-06-29,MarquezProject/marquez,302
2020-06-30,MarquezProject/marquez,304
2020-07-01,MarquezProject/marquez,304
2020-07-02,MarquezProject/marquez,304
2020-07-03,MarquezProject/marquez,304
2020-07-04,MarquezProject/marquez,304
2020-07-05,MarquezProject/marquez,304
2020-07-06,MarquezProject/marquez,304
2020-07-07,MarquezProject/marquez,306
2020-07-08,MarquezProject/marquez,306
2020-07-09,MarquezProject/marquez,306
2020-07-10,MarquezProject/marquez,309
2020-07-11,MarquezProject/marquez,310
2020-07-12,MarquezProject/marquez,311
2020-07-13,MarquezProject/marquez,313
2020-07-14,MarquezProject/marquez,313
2020-07-15,MarquezProject/marquez,314
2020-07-16,MarquezProject/marquez,316
2020-07-17,MarquezProject/marquez,318
2020-07-18,MarquezProject/marquez,318
2020-07-19,MarquezProject/marquez,318
2020-07-20,MarquezProject/marquez,318
2020-07-21,MarquezProject/marquez,319
2020-07-22,MarquezProject/marquez,319
2020-07-23,MarquezProject/marquez,319
2020-07-24,MarquezProject/marquez,321
2020-07-25,MarquezProject/marquez,321
2020-07-26,MarquezProject/marquez,321
2020-07-27,MarquezProject/marquez,321
2020-07-28,MarquezProject/marquez,322
2020-07-29,MarquezProject/marquez,322
2020-07-30,MarquezProject/marquez,324
2020-07-31,MarquezProject/marquez,326
2020-08-01,MarquezProject/marquez,326
2020-08-02,MarquezProject/marquez,326
2020-08-03,MarquezProject/marquez,328
2020-08-04,MarquezProject/marquez,330
2020-08-05,MarquezProject/marquez,330
2020-08-06,MarquezProject/marquez,331
2020-08-07,MarquezProject/marquez,331
2020-08-08,MarquezProject/marquez,331
2020-08-09,MarquezProject/marquez,332
2020-08-10,MarquezProject/marquez,333
2020-08-11,MarquezProject/marquez,335
2020-08-12,MarquezProject/marquez,336
2020-08-13,MarquezProject/marquez,337
2020-08-14,MarquezProject/marquez,339
2020-08-15,MarquezProject/marquez,339
2020-08-16,MarquezProject/marquez,339
2020-08-17,MarquezProject/marquez,340
2020-08-18,MarquezProject/marquez,341
2020-08-19,MarquezProject/marquez,341
2020-08-20,MarquezProject/marquez,341
2020-08-21,MarquezProject/marquez,342
2020-08-22,MarquezProject/marquez,342
2020-08-23,MarquezProject/marquez,342
2020-08-24,MarquezProject/marquez,343
2020-08-25,MarquezProject/marquez,343
2020-08-26,MarquezProject/marquez,343
2020-08-27,MarquezProject/marquez,344
2020-08-28,MarquezProject/marquez,344
2020-08-29,MarquezProject/marquez,345
2020-08-30,MarquezProject/marquez,345
2020-08-31,MarquezProject/marquez,345
2020-09-01,MarquezProject/marquez,345
2020-09-02,MarquezProject/marquez,349
2020-09-03,MarquezProject/marquez,350
2020-09-04,MarquezProject/marquez,351
2020-09-05,MarquezProject/marquez,351
2020-09-06,MarquezProject/marquez,351
2020-09-07,MarquezProject/marquez,352
2020-09-08,MarquezProject/marquez,352
2020-09-09,MarquezProject/marquez,352
2020-09-10,MarquezProject/marquez,352
2020-09-11,MarquezProject/marquez,352
2020-09-12,MarquezProject/marquez,352
2020-09-13,MarquezProject/marquez,352
2020-09-14,MarquezProject/marquez,353
2020-09-15,MarquezProject/marquez,353
2020-09-16,MarquezProject/marquez,353
2020-09-17,MarquezProject/marquez,354
2020-09-18,MarquezProject/marquez,357
2020-09-19,MarquezProject/marquez,357
2020-09-20,MarquezProject/marquez,357
2020-09-21,MarquezProject/marquez,357
2020-09-22,MarquezProject/marquez,359
2020-09-23,MarquezProject/marquez,359
2020-09-24,MarquezProject/marquez,360
2020-09-25,MarquezProject/marquez,361
2020-09-26,MarquezProject/marquez,361
2020-09-27,MarquezProject/marquez,361
2020-09-28,MarquezProject/marquez,361
2020-09-29,MarquezProject/marquez,362
2020-09-30,MarquezProject/marquez,362
2020-10-01,MarquezProject/marquez,362
2020-10-02,MarquezProject/marquez,362
2020-10-03,MarquezProject/marquez,362
2020-10-04,MarquezProject/marquez,362
2020-10-05,MarquezProject/marquez,362
2020-10-06,MarquezProject/marquez,362
2020-10-07,MarquezProject/marquez,362
2020-10-08,MarquezProject/marquez,362
2020-10-09,MarquezProject/marquez,363
2020-10-10,MarquezProject/marquez,364
2020-10-11,MarquezProject/marquez,364
2020-10-12,MarquezProject/marquez,364
2020-10-13,MarquezProject/marquez,366
2020-10-14,MarquezProject/marquez,366
2020-10-15,MarquezProject/marquez,367
2020-10-16,MarquezProject/marquez,369
2020-10-17,MarquezProject/marquez,370
2020-10-18,MarquezProject/marquez,372
2020-10-19,MarquezProject/marquez,373
2020-10-20,MarquezProject/marquez,374
2020-10-21,MarquezProject/marquez,375
2020-10-22,MarquezProject/marquez,376
2020-10-23,MarquezProject/marquez,378
2020-10-24,MarquezProject/marquez,378
2020-10-25,MarquezProject/marquez,378
2020-10-26,MarquezProject/marquez,379
2020-10-27,MarquezProject/marquez,379
2020-10-28,MarquezProject/marquez,380
2020-10-29,MarquezProject/marquez,381
2020-10-30,MarquezProject/marquez,381
2020-10-31,MarquezProject/marquez,381
2020-11-01,MarquezProject/marquez,381
2020-11-02,MarquezProject/marquez,381
2020-11-03,MarquezProject/marquez,381
2020-11-04,MarquezProject/marquez,381
2020-11-05,MarquezProject/marquez,381
2020-11-06,MarquezProject/marquez,382
2020-11-07,MarquezProject/marquez,382
2020-11-08,MarquezProject/marquez,382
2020-11-09,MarquezProject/marquez,382
2020-11-10,MarquezProject/marquez,382
2020-11-11,MarquezProject/marquez,382
2020-11-12,MarquezProject/marquez,383
2020-11-13,MarquezProject/marquez,383
2020-11-14,MarquezProject/marquez,383
2020-11-15,MarquezProject/marquez,384
2020-11-16,MarquezProject/marquez,385
2020-11-17,MarquezProject/marquez,385
2020-11-18,MarquezProject/marquez,385
2020-11-19,MarquezProject/marquez,387
2020-11-20,MarquezProject/marquez,387
2020-11-21,MarquezProject/marquez,387
2020-11-22,MarquezProject/marquez,389
2020-11-23,MarquezProject/marquez,389
2020-11-24,MarquezProject/marquez,391
2020-11-25,MarquezProject/marquez,391
2020-11-26,MarquezProject/marquez,392
2020-11-27,MarquezProject/marquez,393
2020-11-28,MarquezProject/marquez,393
2020-11-29,MarquezProject/marquez,394
2020-11-30,MarquezProject/marquez,394
2020-12-01,MarquezProject/marquez,395
2020-12-02,MarquezProject/marquez,396
2020-12-03,MarquezProject/marquez,398
2020-12-04,MarquezProject/marquez,399
2020-12-05,MarquezProject/marquez,399
2020-12-06,MarquezProject/marquez,400
2020-12-07,MarquezProject/marquez,401
2020-12-08,MarquezProject/marquez,402
2020-12-09,MarquezProject/marquez,405
2020-12-10,MarquezProject/marquez,408
2020-12-11,MarquezProject/marquez,408
2020-12-12,MarquezProject/marquez,408
2020-12-13,MarquezProject/marquez,409
2020-12-14,MarquezProject/marquez,410
2020-12-15,MarquezProject/marquez,413
2020-12-16,MarquezProject/marquez,416
2020-12-17,MarquezProject/marquez,419
2020-12-18,MarquezProject/marquez,421
2020-12-19,MarquezProject/marquez,424
2020-12-20,MarquezProject/marquez,429
2020-12-21,MarquezProject/marquez,429
2020-12-22,MarquezProject/marquez,430
2020-12-23,MarquezProject/marquez,431
2020-12-24,MarquezProject/marquez,433
2020-12-25,MarquezProject/marquez,433
2020-12-26,MarquezProject/marquez,433
2020-12-27,MarquezProject/marquez,436
2020-12-28,MarquezProject/marquez,436
2020-12-29,MarquezProject/marquez,436
2020-12-30,MarquezProject/marquez,437
2020-12-31,MarquezProject/marquez,438
2021-01-01,MarquezProject/marquez,438
2021-01-02,MarquezProject/marquez,438
2021-01-03,MarquezProject/marquez,438
2021-01-04,MarquezProject/marquez,442
2021-01-05,MarquezProject/marquez,442
2021-01-06,MarquezProject/marquez,442
2021-01-07,MarquezProject/marquez,444
2021-01-08,MarquezProject/marquez,446
2021-01-09,MarquezProject/marquez,446
2021-01-10,MarquezProject/marquez,448
2021-01-11,MarquezProject/marquez,448
2021-01-12,MarquezProject/marquez,449
2021-01-13,MarquezProject/marquez,449
2021-01-14,MarquezProject/marquez,450
2021-01-15,MarquezProject/marquez,451
2021-01-16,MarquezProject/marquez,451
2021-01-17,MarquezProject/marquez,452
2021-01-18,MarquezProject/marquez,452
2021-01-19,MarquezProject/marquez,454
2021-01-20,MarquezProject/marquez,455
2021-01-21,MarquezProject/marquez,456
2021-01-22,MarquezProject/marquez,457
2021-01-23,MarquezProject/marquez,458
2021-01-24,MarquezProject/marquez,460
2021-01-25,MarquezProject/marquez,460
2021-01-26,MarquezProject/marquez,465
2021-01-27,MarquezProject/marquez,468
2021-01-28,MarquezProject/marquez,470
2021-01-29,MarquezProject/marquez,471
2021-01-30,MarquezProject/marquez,471
2021-01-31,MarquezProject/marquez,473
2021-02-01,MarquezProject/marquez,474
2021-02-02,MarquezProject/marquez,474
2021-02-03,MarquezProject/marquez,475
2021-02-04,MarquezProject/marquez,478
2021-02-05,MarquezProject/marquez,479
2021-02-06,MarquezProject/marquez,479
2021-02-07,MarquezProject/marquez,481
2021-02-08,MarquezProject/marquez,482
2021-02-09,MarquezProject/marquez,482
2021-02-10,MarquezProject/marquez,483
2021-02-11,MarquezProject/marquez,484
2021-02-12,MarquezProject/marquez,484
2021-02-13,MarquezProject/marquez,484
2021-02-14,MarquezProject/marquez,484
2021-02-15,MarquezProject/marquez,484
2021-02-16,MarquezProject/marquez,486
2021-02-17,MarquezProject/marquez,486
2021-02-18,MarquezProject/marquez,486
2021-02-19,MarquezProject/marquez,487
2021-02-20,MarquezProject/marquez,488
2021-02-21,MarquezProject/marquez,489
2021-02-22,MarquezProject/marquez,490
2021-02-23,MarquezProject/marquez,491
2021-02-24,MarquezProject/marquez,493
2021-02-25,MarquezProject/marquez,493
2021-02-26,MarquezProject/marquez,494
2021-02-27,MarquezProject/marquez,495
2021-02-28,MarquezProject/marquez,495
2021-03-01,MarquezProject/marquez,498
2021-03-02,MarquezProject/marquez,499
2021-03-03,MarquezProject/marquez,500
2021-03-04,MarquezProject/marquez,504
2021-03-05,MarquezProject/marquez,505
2021-03-06,MarquezProject/marquez,505
2021-03-07,MarquezProject/marquez,505
2021-03-08,MarquezProject/marquez,507
2021-03-09,MarquezProject/marquez,508
2021-03-10,MarquezProject/marquez,508
2021-03-11,MarquezProject/marquez,511
2021-03-12,MarquezProject/marquez,514
2021-03-13,MarquezProject/marquez,514
2021-03-14,MarquezProject/marquez,514
2021-03-15,MarquezProject/marquez,515
2021-03-16,MarquezProject/marquez,518
2021-03-17,MarquezProject/marquez,520
2021-03-18,MarquezProject/marquez,520
2021-03-19,MarquezProject/marquez,521
2021-03-20,MarquezProject/marquez,521
2021-03-21,MarquezProject/marquez,523
2021-03-22,MarquezProject/marquez,523
2021-03-23,MarquezProject/marquez,523
2021-03-24,MarquezProject/marquez,524
2021-03-25,MarquezProject/marquez,529
2021-03-26,MarquezProject/marquez,530
2021-03-27,MarquezProject/marquez,530
2021-03-28,MarquezProject/marquez,531
2021-03-29,MarquezProject/marquez,532
2021-03-30,MarquezProject/marquez,532
2021-03-31,MarquezProject/marquez,535
2021-04-01,MarquezProject/marquez,540
2021-04-02,MarquezProject/marquez,540
2021-04-03,MarquezProject/marquez,542
2021-04-04,MarquezProject/marquez,542
2021-04-05,MarquezProject/marquez,542
2021-04-06,MarquezProject/marquez,545
2021-04-07,MarquezProject/marquez,549
2021-04-08,MarquezProject/marquez,549
2021-04-09,MarquezProject/marquez,553
2021-04-10,MarquezProject/marquez,553
2021-04-11,MarquezProject/marquez,554
2021-04-12,MarquezProject/marquez,556
2021-04-13,MarquezProject/marquez,556
2021-04-14,MarquezProject/marquez,559
2021-04-15,MarquezProject/marquez,561
2021-04-16,MarquezProject/marquez,562
2021-04-17,MarquezProject/marquez,562
2021-04-18,MarquezProject/marquez,562
2021-04-19,MarquezProject/marquez,564
2021-04-20,MarquezProject/marquez,565
2021-04-21,MarquezProject/marquez,566
2021-04-22,MarquezProject/marquez,567
2021-04-23,MarquezProject/marquez,568
2021-04-24,MarquezProject/marquez,568
2021-04-25,MarquezProject/marquez,568
2021-04-26,MarquezProject/marquez,569
2021-04-27,MarquezProject/marquez,570
2021-04-28,MarquezProject/marquez,573
2021-04-29,MarquezProject/marquez,574
2021-04-30,MarquezProject/marquez,575
2021-05-01,MarquezProject/marquez,576
2021-05-02,MarquezProject/marquez,578
2021-05-03,MarquezProject/marquez,580
2021-05-04,MarquezProject/marquez,583
2021-05-05,MarquezProject/marquez,584
2021-05-06,MarquezProject/marquez,588
2021-05-07,MarquezProject/marquez,590
2021-05-08,MarquezProject/marquez,591
2021-05-09,MarquezProject/marquez,592
2021-05-10,MarquezProject/marquez,594
2021-05-11,MarquezProject/marquez,596
2021-05-12,MarquezProject/marquez,598
2021-05-13,MarquezProject/marquez,598
2021-05-14,MarquezProject/marquez,598
2021-05-15,MarquezProject/marquez,598
2021-05-16,MarquezProject/marquez,598
2021-05-17,MarquezProject/marquez,600
2021-05-18,MarquezProject/marquez,605
2021-05-19,MarquezProject/marquez,610
2021-05-20,MarquezProject/marquez,610
2021-05-21,MarquezProject/marquez,613
2021-05-22,MarquezProject/marquez,613
2021-05-23,MarquezProject/marquez,615
2021-05-24,MarquezProject/marquez,618
2021-05-25,MarquezProject/marquez,620
2021-05-26,MarquezProject/marquez,621
2021-05-27,MarquezProject/marquez,623
2021-05-28,MarquezProject/marquez,624
2021-05-29,MarquezProject/marquez,625
2021-05-30,MarquezProject/marquez,626
2021-05-31,MarquezProject/marquez,627
2021-06-01,MarquezProject/marquez,628
2021-06-02,MarquezProject/marquez,630
2021-06-03,MarquezProject/marquez,631
2021-06-04,MarquezProject/marquez,633
2021-06-05,MarquezProject/marquez,634
2021-06-06,MarquezProject/marquez,634
2021-06-07,MarquezProject/marquez,634
2021-06-08,MarquezProject/marquez,635
2021-06-09,MarquezProject/marquez,637
2021-06-10,MarquezProject/marquez,638
2021-06-11,MarquezProject/marquez,639
2021-06-12,MarquezProject/marquez,640
2021-06-13,MarquezProject/marquez,640
2021-06-14,MarquezProject/marquez,640
2021-06-15,MarquezProject/marquez,644
2021-06-16,MarquezProject/marquez,645
2021-06-17,MarquezProject/marquez,646
2021-06-18,MarquezProject/marquez,646
2021-06-19,MarquezProject/marquez,648
2021-06-20,MarquezProject/marquez,648
2021-06-21,MarquezProject/marquez,649
2021-06-22,MarquezProject/marquez,655
2021-06-23,MarquezProject/marquez,658
2021-06-24,MarquezProject/marquez,660
2021-06-25,MarquezProject/marquez,662
2021-06-26,MarquezProject/marquez,662
2021-06-27,MarquezProject/marquez,664
2021-06-28,MarquezProject/marquez,665
2021-06-29,MarquezProject/marquez,668
2021-06-30,MarquezProject/marquez,669
2021-07-01,MarquezProject/marquez,671
2021-07-02,MarquezProject/marquez,673
2021-07-03,MarquezProject/marquez,673
2021-07-04,MarquezProject/marquez,675
2021-07-05,MarquezProject/marquez,675
2021-07-06,MarquezProject/marquez,675
2021-07-07,MarquezProject/marquez,677
2021-07-08,MarquezProject/marquez,679
2021-07-09,MarquezProject/marquez,680
2021-07-10,MarquezProject/marquez,680
2021-07-11,MarquezProject/marquez,681
2021-07-12,MarquezProject/marquez,682
2021-07-13,MarquezProject/marquez,683
2021-07-14,MarquezProject/marquez,684
2021-07-15,MarquezProject/marquez,685
2021-07-16,MarquezProject/marquez,689
2021-07-17,MarquezProject/marquez,689
2021-07-18,MarquezProject/marquez,689
2021-07-19,MarquezProject/marquez,693
2021-07-20,MarquezProject/marquez,694
2021-07-21,MarquezProject/marquez,695
2021-07-22,MarquezProject/marquez,699
2021-07-23,MarquezProject/marquez,699
2021-07-24,MarquezProject/marquez,699
2021-07-25,MarquezProject/marquez,700
2021-07-26,MarquezProject/marquez,705
2021-07-27,MarquezProject/marquez,705
2021-07-28,MarquezProject/marquez,707
2021-07-29,MarquezProject/marquez,708
2021-07-30,MarquezProject/marquez,708
2021-07-31,MarquezProject/marquez,710
2021-08-01,MarquezProject/marquez,713
2021-08-02,MarquezProject/marquez,715
2021-08-03,MarquezProject/marquez,719
2021-08-04,MarquezProject/marquez,721
2021-08-05,MarquezProject/marquez,721
2021-08-06,MarquezProject/marquez,722
2021-08-07,MarquezProject/marquez,722
2021-08-08,MarquezProject/marquez,722
2021-08-09,MarquezProject/marquez,724
2021-08-10,MarquezProject/marquez,725
2021-08-11,MarquezProject/marquez,726
2021-08-12,MarquezProject/marquez,728
2021-08-13,MarquezProject/marquez,729
2021-08-14,MarquezProject/marquez,729
2021-08-15,MarquezProject/marquez,731
2021-08-16,MarquezProject/marquez,732
2021-08-17,MarquezProject/marquez,734
2021-08-18,MarquezProject/marquez,735
2021-08-19,MarquezProject/marquez,735
2021-08-20,MarquezProject/marquez,736
2021-08-21,MarquezProject/marquez,736
2021-08-22,MarquezProject/marquez,738
2021-08-23,MarquezProject/marquez,743
2021-08-24,MarquezProject/marquez,744
2021-08-25,MarquezProject/marquez,748
2021-08-26,MarquezProject/marquez,748
2021-08-27,MarquezProject/marquez,750
2021-08-28,MarquezProject/marquez,751
2021-08-29,MarquezProject/marquez,752
2021-08-30,MarquezProject/marquez,752
2021-08-31,MarquezProject/marquez,755
2021-09-01,MarquezProject/marquez,755
2021-09-02,MarquezProject/marquez,755
2021-09-03,MarquezProject/marquez,756
2021-09-04,MarquezProject/marquez,757
2021-09-05,MarquezProject/marquez,759
2021-11-07,MarquezProject/marquez,828
2021-11-07,OpenLineage/openlineage,553
2021-11-07,MarquezProject/marquez,827
2021-11-07,OpenLineage/openlineage,553
